"date","city","property_type","benchmark_price","source","created_at"
"2009-12-01","Winnipeg","House","197800","CREA_HPI_v2025","2025-10-22 21:44:51.220436+00"
"2009-12-01","Winnipeg","Town House","182900","CREA_HPI_v2025","2025-10-22 21:44:51.220436+00"
"2010-01-01","Calgary","All","355800","CREA_HPI_v2025","2025-10-22 21:44:50.858636+00"
"2010-01-01","Calgary","Apartment","230100","CREA_HPI_v2025","2025-10-22 21:44:50.858636+00"
"2010-01-01","Calgary","House","392600","CREA_HPI_v2025","2025-10-22 21:44:50.858636+00"
"2010-01-01","Calgary","Town House","283700","CREA_HPI_v2025","2025-10-22 21:44:50.858636+00"
"2010-01-01","Edmonton","All","300500","CREA_HPI_v2025","2025-10-22 21:44:51.010431+00"
"2010-01-01","Edmonton","Apartment","193100","CREA_HPI_v2025","2025-10-22 21:44:51.010431+00"
"2010-01-01","Edmonton","House","341400","CREA_HPI_v2025","2025-10-22 21:44:51.010431+00"
"2010-01-01","Edmonton","Town House","215200","CREA_HPI_v2025","2025-10-22 21:44:51.010431+00"
"2010-01-01","Ottawa","All","294000","CREA_HPI_v2025","2025-10-22 21:44:51.397129+00"
"2010-01-01","Ottawa","Apartment","259600","CREA_HPI_v2025","2025-10-22 21:44:51.397129+00"
"2010-01-01","Ottawa","House","306700","CREA_HPI_v2025","2025-10-22 21:44:51.397129+00"
"2010-01-01","Ottawa","Town House","204700","CREA_HPI_v2025","2025-10-22 21:44:51.397129+00"
"2010-01-01","Toronto","All","401000","CREA_HPI_v2025","2025-10-22 21:44:51.616267+00"
"2010-01-01","Toronto","Apartment","267900","CREA_HPI_v2025","2025-10-22 21:44:51.616267+00"
"2010-01-01","Toronto","House","459100","CREA_HPI_v2025","2025-10-22 21:44:51.616267+00"
"2010-01-01","Toronto","Town House","268000","CREA_HPI_v2025","2025-10-22 21:44:51.616267+00"
"2010-01-01","Vancouver","All","546200","CREA_HPI_v2025","2025-10-22 21:44:50.64485+00"
"2010-01-01","Vancouver","Apartment","343600","CREA_HPI_v2025","2025-10-22 21:44:50.64485+00"
"2010-01-01","Vancouver","House","835100","CREA_HPI_v2025","2025-10-22 21:44:50.64485+00"
"2010-01-01","Vancouver","Town House","435200","CREA_HPI_v2025","2025-10-22 21:44:50.64485+00"
"2010-01-01","Victoria","All","438900","CREA_HPI_v2025","2025-10-22 21:44:50.492032+00"
"2010-01-01","Victoria","Apartment","268300","CREA_HPI_v2025","2025-10-22 21:44:50.492032+00"
"2010-01-01","Victoria","House","545100","CREA_HPI_v2025","2025-10-22 21:44:50.492032+00"
"2010-01-01","Victoria","Town House","392800","CREA_HPI_v2025","2025-10-22 21:44:50.492032+00"
"2010-01-01","Winnipeg","All","198900","CREA_HPI_v2025","2025-10-22 21:44:51.220436+00"
"2010-01-01","Winnipeg","Apartment","163300","CREA_HPI_v2025","2025-10-22 21:44:51.220436+00"
"2010-01-01","Winnipeg","House","202700","CREA_HPI_v2025","2025-10-22 21:44:51.220436+00"
"2010-01-01","Winnipeg","Town House","179800","CREA_HPI_v2025","2025-10-22 21:44:51.220436+00"
"2010-02-01","Calgary","All","359700","CREA_HPI_v2025","2025-10-22 21:44:50.858636+00"
"2010-02-01","Calgary","Apartment","232800","CREA_HPI_v2025","2025-10-22 21:44:50.858636+00"
"2010-02-01","Calgary","House","396800","CREA_HPI_v2025","2025-10-22 21:44:50.858636+00"
"2010-02-01","Calgary","Town House","287000","CREA_HPI_v2025","2025-10-22 21:44:50.858636+00"
"2010-02-01","Edmonton","All","304000","CREA_HPI_v2025","2025-10-22 21:44:51.010431+00"
"2010-02-01","Edmonton","Apartment","194000","CREA_HPI_v2025","2025-10-22 21:44:51.010431+00"
"2010-02-01","Edmonton","House","345700","CREA_HPI_v2025","2025-10-22 21:44:51.010431+00"
"2010-02-01","Edmonton","Town House","216500","CREA_HPI_v2025","2025-10-22 21:44:51.010431+00"
"2010-02-01","Ottawa","All","296800","CREA_HPI_v2025","2025-10-22 21:44:51.397129+00"
"2010-02-01","Ottawa","Apartment","262400","CREA_HPI_v2025","2025-10-22 21:44:51.397129+00"
"2010-02-01","Ottawa","House","309800","CREA_HPI_v2025","2025-10-22 21:44:51.397129+00"
"2010-02-01","Ottawa","Town House","203300","CREA_HPI_v2025","2025-10-22 21:44:51.397129+00"
"2010-02-01","Toronto","All","408400","CREA_HPI_v2025","2025-10-22 21:44:51.616267+00"
"2010-02-01","Toronto","Apartment","270000","CREA_HPI_v2025","2025-10-22 21:44:51.616267+00"
"2010-02-01","Toronto","House","469000","CREA_HPI_v2025","2025-10-22 21:44:51.616267+00"
"2010-02-01","Toronto","Town House","269600","CREA_HPI_v2025","2025-10-22 21:44:51.616267+00"
"2010-02-01","Vancouver","All","553500","CREA_HPI_v2025","2025-10-22 21:44:50.64485+00"
"2010-02-01","Vancouver","Apartment","346200","CREA_HPI_v2025","2025-10-22 21:44:50.64485+00"
"2010-02-01","Vancouver","House","848400","CREA_HPI_v2025","2025-10-22 21:44:50.64485+00"
"2010-02-01","Vancouver","Town House","439600","CREA_HPI_v2025","2025-10-22 21:44:50.64485+00"
"2010-02-01","Victoria","All","444400","CREA_HPI_v2025","2025-10-22 21:44:50.492032+00"
"2010-02-01","Victoria","Apartment","270400","CREA_HPI_v2025","2025-10-22 21:44:50.492032+00"
"2010-02-01","Victoria","House","551700","CREA_HPI_v2025","2025-10-22 21:44:50.492032+00"
"2010-02-01","Victoria","Town House","404300","CREA_HPI_v2025","2025-10-22 21:44:50.492032+00"
"2010-02-01","Winnipeg","All","203100","CREA_HPI_v2025","2025-10-22 21:44:51.220436+00"
"2010-02-01","Winnipeg","Apartment","168000","CREA_HPI_v2025","2025-10-22 21:44:51.220436+00"
"2010-02-01","Winnipeg","House","206800","CREA_HPI_v2025","2025-10-22 21:44:51.220436+00"
"2010-02-01","Winnipeg","Town House","185700","CREA_HPI_v2025","2025-10-22 21:44:51.220436+00"
"2010-03-01","Calgary","All","365100","CREA_HPI_v2025","2025-10-22 21:44:50.858636+00"
"2010-03-01","Calgary","Apartment","237500","CREA_HPI_v2025","2025-10-22 21:44:50.858636+00"
"2010-03-01","Calgary","House","402100","CREA_HPI_v2025","2025-10-22 21:44:50.858636+00"
"2010-03-01","Calgary","Town House","291700","CREA_HPI_v2025","2025-10-22 21:44:50.858636+00"
"2010-03-01","Edmonton","All","308400","CREA_HPI_v2025","2025-10-22 21:44:51.010431+00"
"2010-03-01","Edmonton","Apartment","197400","CREA_HPI_v2025","2025-10-22 21:44:51.010431+00"
"2010-03-01","Edmonton","House","350000","CREA_HPI_v2025","2025-10-22 21:44:51.010431+00"
"2010-03-01","Edmonton","Town House","217200","CREA_HPI_v2025","2025-10-22 21:44:51.010431+00"
"2010-03-01","Ottawa","All","300900","CREA_HPI_v2025","2025-10-22 21:44:51.397129+00"
"2010-03-01","Ottawa","Apartment","268000","CREA_HPI_v2025","2025-10-22 21:44:51.397129+00"
"2010-03-01","Ottawa","House","314000","CREA_HPI_v2025","2025-10-22 21:44:51.397129+00"
"2010-03-01","Ottawa","Town House","205800","CREA_HPI_v2025","2025-10-22 21:44:51.397129+00"
"2010-03-01","Toronto","All","411700","CREA_HPI_v2025","2025-10-22 21:44:51.616267+00"
"2010-03-01","Toronto","Apartment","271500","CREA_HPI_v2025","2025-10-22 21:44:51.616267+00"
"2010-03-01","Toronto","House","472900","CREA_HPI_v2025","2025-10-22 21:44:51.616267+00"
"2010-03-01","Toronto","Town House","273500","CREA_HPI_v2025","2025-10-22 21:44:51.616267+00"
"2010-03-01","Vancouver","All","565000","CREA_HPI_v2025","2025-10-22 21:44:50.64485+00"
"2010-03-01","Vancouver","Apartment","350600","CREA_HPI_v2025","2025-10-22 21:44:50.64485+00"
"2010-03-01","Vancouver","House","869600","CREA_HPI_v2025","2025-10-22 21:44:50.64485+00"
"2010-03-01","Vancouver","Town House","447400","CREA_HPI_v2025","2025-10-22 21:44:50.64485+00"
"2010-03-01","Victoria","All","449100","CREA_HPI_v2025","2025-10-22 21:44:50.492032+00"
"2010-03-01","Victoria","Apartment","272000","CREA_HPI_v2025","2025-10-22 21:44:50.492032+00"
"2010-03-01","Victoria","House","558400","CREA_HPI_v2025","2025-10-22 21:44:50.492032+00"
"2010-03-01","Victoria","Town House","407300","CREA_HPI_v2025","2025-10-22 21:44:50.492032+00"
"2010-03-01","Winnipeg","All","205600","CREA_HPI_v2025","2025-10-22 21:44:51.220436+00"
"2010-03-01","Winnipeg","Apartment","166600","CREA_HPI_v2025","2025-10-22 21:44:51.220436+00"
"2010-03-01","Winnipeg","House","209600","CREA_HPI_v2025","2025-10-22 21:44:51.220436+00"
"2010-03-01","Winnipeg","Town House","189200","CREA_HPI_v2025","2025-10-22 21:44:51.220436+00"
"2010-04-01","Calgary","All","367100","CREA_HPI_v2025","2025-10-22 21:44:50.858636+00"
"2010-04-01","Calgary","Apartment","236400","CREA_HPI_v2025","2025-10-22 21:44:50.858636+00"
"2010-04-01","Calgary","House","404700","CREA_HPI_v2025","2025-10-22 21:44:50.858636+00"
"2010-04-01","Calgary","Town House","295200","CREA_HPI_v2025","2025-10-22 21:44:50.858636+00"
"2010-04-01","Edmonton","All","311300","CREA_HPI_v2025","2025-10-22 21:44:51.010431+00"
"2010-04-01","Edmonton","Apartment","197900","CREA_HPI_v2025","2025-10-22 21:44:51.010431+00"
"2010-04-01","Edmonton","House","352300","CREA_HPI_v2025","2025-10-22 21:44:51.010431+00"
"2010-04-01","Edmonton","Town House","223900","CREA_HPI_v2025","2025-10-22 21:44:51.010431+00"
"2010-04-01","Ottawa","All","305700","CREA_HPI_v2025","2025-10-22 21:44:51.397129+00"
"2010-04-01","Ottawa","Apartment","265500","CREA_HPI_v2025","2025-10-22 21:44:51.397129+00"
"2010-04-01","Ottawa","House","319500","CREA_HPI_v2025","2025-10-22 21:44:51.397129+00"
"2010-04-01","Ottawa","Town House","210700","CREA_HPI_v2025","2025-10-22 21:44:51.397129+00"
"2010-04-01","Toronto","All","413700","CREA_HPI_v2025","2025-10-22 21:44:51.616267+00"
"2010-04-01","Toronto","Apartment","273800","CREA_HPI_v2025","2025-10-22 21:44:51.616267+00"
"2010-04-01","Toronto","House","474800","CREA_HPI_v2025","2025-10-22 21:44:51.616267+00"
"2010-04-01","Toronto","Town House","277400","CREA_HPI_v2025","2025-10-22 21:44:51.616267+00"
"2010-04-01","Vancouver","All","570000","CREA_HPI_v2025","2025-10-22 21:44:50.64485+00"
"2010-04-01","Vancouver","Apartment","353300","CREA_HPI_v2025","2025-10-22 21:44:50.64485+00"
"2010-04-01","Vancouver","House","878800","CREA_HPI_v2025","2025-10-22 21:44:50.64485+00"
"2010-04-01","Vancouver","Town House","452100","CREA_HPI_v2025","2025-10-22 21:44:50.64485+00"
"2010-04-01","Victoria","All","452300","CREA_HPI_v2025","2025-10-22 21:44:50.492032+00"
"2010-04-01","Victoria","Apartment","271900","CREA_HPI_v2025","2025-10-22 21:44:50.492032+00"
"2010-04-01","Victoria","House","562500","CREA_HPI_v2025","2025-10-22 21:44:50.492032+00"
"2010-04-01","Victoria","Town House","414000","CREA_HPI_v2025","2025-10-22 21:44:50.492032+00"
"2010-04-01","Winnipeg","All","210000","CREA_HPI_v2025","2025-10-22 21:44:51.220436+00"
"2010-04-01","Winnipeg","Apartment","167500","CREA_HPI_v2025","2025-10-22 21:44:51.220436+00"
"2010-04-01","Winnipeg","House","214300","CREA_HPI_v2025","2025-10-22 21:44:51.220436+00"
"2010-04-01","Winnipeg","Town House","193300","CREA_HPI_v2025","2025-10-22 21:44:51.220436+00"
"2010-05-01","Calgary","All","367700","CREA_HPI_v2025","2025-10-22 21:44:50.858636+00"
"2010-05-01","Calgary","Apartment","237100","CREA_HPI_v2025","2025-10-22 21:44:50.858636+00"
"2010-05-01","Calgary","House","405200","CREA_HPI_v2025","2025-10-22 21:44:50.858636+00"
"2010-05-01","Calgary","Town House","295400","CREA_HPI_v2025","2025-10-22 21:44:50.858636+00"
"2010-05-01","Edmonton","All","314200","CREA_HPI_v2025","2025-10-22 21:44:51.010431+00"
"2010-05-01","Edmonton","Apartment","202500","CREA_HPI_v2025","2025-10-22 21:44:51.010431+00"
"2010-05-01","Edmonton","House","354000","CREA_HPI_v2025","2025-10-22 21:44:51.010431+00"
"2010-05-01","Edmonton","Town House","227400","CREA_HPI_v2025","2025-10-22 21:44:51.010431+00"
"2010-05-01","Ottawa","All","306800","CREA_HPI_v2025","2025-10-22 21:44:51.397129+00"
"2010-05-01","Ottawa","Apartment","269900","CREA_HPI_v2025","2025-10-22 21:44:51.397129+00"
"2010-05-01","Ottawa","House","320400","CREA_HPI_v2025","2025-10-22 21:44:51.397129+00"
"2010-05-01","Ottawa","Town House","212400","CREA_HPI_v2025","2025-10-22 21:44:51.397129+00"
"2010-05-01","Toronto","All","412400","CREA_HPI_v2025","2025-10-22 21:44:51.616267+00"
"2010-05-01","Toronto","Apartment","273000","CREA_HPI_v2025","2025-10-22 21:44:51.616267+00"
"2010-05-01","Toronto","House","473300","CREA_HPI_v2025","2025-10-22 21:44:51.616267+00"
"2010-05-01","Toronto","Town House","278100","CREA_HPI_v2025","2025-10-22 21:44:51.616267+00"
"2010-05-01","Vancouver","All","571600","CREA_HPI_v2025","2025-10-22 21:44:50.64485+00"
"2010-05-01","Vancouver","Apartment","353200","CREA_HPI_v2025","2025-10-22 21:44:50.64485+00"
"2010-05-01","Vancouver","House","883000","CREA_HPI_v2025","2025-10-22 21:44:50.64485+00"
"2010-05-01","Vancouver","Town House","452800","CREA_HPI_v2025","2025-10-22 21:44:50.64485+00"
"2010-05-01","Victoria","All","451300","CREA_HPI_v2025","2025-10-22 21:44:50.492032+00"
"2010-05-01","Victoria","Apartment","271300","CREA_HPI_v2025","2025-10-22 21:44:50.492032+00"
"2010-05-01","Victoria","House","564200","CREA_HPI_v2025","2025-10-22 21:44:50.492032+00"
"2010-05-01","Victoria","Town House","407100","CREA_HPI_v2025","2025-10-22 21:44:50.492032+00"
"2010-05-01","Winnipeg","All","209100","CREA_HPI_v2025","2025-10-22 21:44:51.220436+00"
"2010-05-01","Winnipeg","Apartment","168200","CREA_HPI_v2025","2025-10-22 21:44:51.220436+00"
"2010-05-01","Winnipeg","House","213300","CREA_HPI_v2025","2025-10-22 21:44:51.220436+00"
"2010-05-01","Winnipeg","Town House","193400","CREA_HPI_v2025","2025-10-22 21:44:51.220436+00"
"2010-06-01","Calgary","All","364900","CREA_HPI_v2025","2025-10-22 21:44:50.858636+00"
"2010-06-01","Calgary","Apartment","235500","CREA_HPI_v2025","2025-10-22 21:44:50.858636+00"
"2010-06-01","Calgary","House","401800","CREA_HPI_v2025","2025-10-22 21:44:50.858636+00"
"2010-06-01","Calgary","Town House","293800","CREA_HPI_v2025","2025-10-22 21:44:50.858636+00"
"2010-06-01","Edmonton","All","312900","CREA_HPI_v2025","2025-10-22 21:44:51.010431+00"
"2010-06-01","Edmonton","Apartment","202700","CREA_HPI_v2025","2025-10-22 21:44:51.010431+00"
"2010-06-01","Edmonton","House","351700","CREA_HPI_v2025","2025-10-22 21:44:51.010431+00"
"2010-06-01","Edmonton","Town House","228400","CREA_HPI_v2025","2025-10-22 21:44:51.010431+00"
"2010-06-01","Ottawa","All","309200","CREA_HPI_v2025","2025-10-22 21:44:51.397129+00"
"2010-06-01","Ottawa","Apartment","275000","CREA_HPI_v2025","2025-10-22 21:44:51.397129+00"
"2010-06-01","Ottawa","House","322600","CREA_HPI_v2025","2025-10-22 21:44:51.397129+00"
"2010-06-01","Ottawa","Town House","214600","CREA_HPI_v2025","2025-10-22 21:44:51.397129+00"
"2010-06-01","Toronto","All","410800","CREA_HPI_v2025","2025-10-22 21:44:51.616267+00"
"2010-06-01","Toronto","Apartment","272900","CREA_HPI_v2025","2025-10-22 21:44:51.616267+00"
"2010-06-01","Toronto","House","471500","CREA_HPI_v2025","2025-10-22 21:44:51.616267+00"
"2010-06-01","Toronto","Town House","277900","CREA_HPI_v2025","2025-10-22 21:44:51.616267+00"
"2010-06-01","Vancouver","All","567900","CREA_HPI_v2025","2025-10-22 21:44:50.64485+00"
"2010-06-01","Vancouver","Apartment","349900","CREA_HPI_v2025","2025-10-22 21:44:50.64485+00"
"2010-06-01","Vancouver","House","876500","CREA_HPI_v2025","2025-10-22 21:44:50.64485+00"
"2010-06-01","Vancouver","Town House","451200","CREA_HPI_v2025","2025-10-22 21:44:50.64485+00"
"2010-06-01","Victoria","All","448700","CREA_HPI_v2025","2025-10-22 21:44:50.492032+00"
"2010-06-01","Victoria","Apartment","267700","CREA_HPI_v2025","2025-10-22 21:44:50.492032+00"
"2010-06-01","Victoria","House","561900","CREA_HPI_v2025","2025-10-22 21:44:50.492032+00"
"2010-06-01","Victoria","Town House","408300","CREA_HPI_v2025","2025-10-22 21:44:50.492032+00"
"2010-06-01","Winnipeg","All","207600","CREA_HPI_v2025","2025-10-22 21:44:51.220436+00"
"2010-06-01","Winnipeg","Apartment","167900","CREA_HPI_v2025","2025-10-22 21:44:51.220436+00"
"2010-06-01","Winnipeg","House","211700","CREA_HPI_v2025","2025-10-22 21:44:51.220436+00"
"2010-06-01","Winnipeg","Town House","194400","CREA_HPI_v2025","2025-10-22 21:44:51.220436+00"
"2010-07-01","Calgary","All","362900","CREA_HPI_v2025","2025-10-22 21:44:50.858636+00"
"2010-07-01","Calgary","Apartment","234700","CREA_HPI_v2025","2025-10-22 21:44:50.858636+00"
"2010-07-01","Calgary","House","399400","CREA_HPI_v2025","2025-10-22 21:44:50.858636+00"
"2010-07-01","Calgary","Town House","293200","CREA_HPI_v2025","2025-10-22 21:44:50.858636+00"
"2010-07-01","Edmonton","All","310300","CREA_HPI_v2025","2025-10-22 21:44:51.010431+00"
"2010-07-01","Edmonton","Apartment","202200","CREA_HPI_v2025","2025-10-22 21:44:51.010431+00"
"2010-07-01","Edmonton","House","348500","CREA_HPI_v2025","2025-10-22 21:44:51.010431+00"
"2010-07-01","Edmonton","Town House","224900","CREA_HPI_v2025","2025-10-22 21:44:51.010431+00"
"2010-07-01","Ottawa","All","306000","CREA_HPI_v2025","2025-10-22 21:44:51.397129+00"
"2010-07-01","Ottawa","Apartment","275500","CREA_HPI_v2025","2025-10-22 21:44:51.397129+00"
"2010-07-01","Ottawa","House","318700","CREA_HPI_v2025","2025-10-22 21:44:51.397129+00"
"2010-07-01","Ottawa","Town House","213800","CREA_HPI_v2025","2025-10-22 21:44:51.397129+00"
"2010-07-01","Toronto","All","407000","CREA_HPI_v2025","2025-10-22 21:44:51.616267+00"
"2010-07-01","Toronto","Apartment","270900","CREA_HPI_v2025","2025-10-22 21:44:51.616267+00"
"2010-07-01","Toronto","House","466900","CREA_HPI_v2025","2025-10-22 21:44:51.616267+00"
"2010-07-01","Toronto","Town House","275800","CREA_HPI_v2025","2025-10-22 21:44:51.616267+00"
"2010-07-01","Vancouver","All","564000","CREA_HPI_v2025","2025-10-22 21:44:50.64485+00"
"2010-07-01","Vancouver","Apartment","344500","CREA_HPI_v2025","2025-10-22 21:44:50.64485+00"
"2010-07-01","Vancouver","House","873200","CREA_HPI_v2025","2025-10-22 21:44:50.64485+00"
"2010-07-01","Vancouver","Town House","448800","CREA_HPI_v2025","2025-10-22 21:44:50.64485+00"
"2010-07-01","Victoria","All","445800","CREA_HPI_v2025","2025-10-22 21:44:50.492032+00"
"2010-07-01","Victoria","Apartment","264000","CREA_HPI_v2025","2025-10-22 21:44:50.492032+00"
"2010-07-01","Victoria","House","559800","CREA_HPI_v2025","2025-10-22 21:44:50.492032+00"
"2010-07-01","Victoria","Town House","402300","CREA_HPI_v2025","2025-10-22 21:44:50.492032+00"
"2010-07-01","Winnipeg","All","206500","CREA_HPI_v2025","2025-10-22 21:44:51.220436+00"
"2010-07-01","Winnipeg","Apartment","168200","CREA_HPI_v2025","2025-10-22 21:44:51.220436+00"
"2010-07-01","Winnipeg","House","210400","CREA_HPI_v2025","2025-10-22 21:44:51.220436+00"
"2010-07-01","Winnipeg","Town House","195100","CREA_HPI_v2025","2025-10-22 21:44:51.220436+00"
"2010-08-01","Calgary","All","359600","CREA_HPI_v2025","2025-10-22 21:44:50.858636+00"
"2010-08-01","Calgary","Apartment","234300","CREA_HPI_v2025","2025-10-22 21:44:50.858636+00"
"2010-08-01","Calgary","House","394900","CREA_HPI_v2025","2025-10-22 21:44:50.858636+00"
"2010-08-01","Calgary","Town House","292800","CREA_HPI_v2025","2025-10-22 21:44:50.858636+00"
"2010-08-01","Edmonton","All","306800","CREA_HPI_v2025","2025-10-22 21:44:51.010431+00"
"2010-08-01","Edmonton","Apartment","197700","CREA_HPI_v2025","2025-10-22 21:44:51.010431+00"
"2010-08-01","Edmonton","House","344800","CREA_HPI_v2025","2025-10-22 21:44:51.010431+00"
"2010-08-01","Edmonton","Town House","222700","CREA_HPI_v2025","2025-10-22 21:44:51.010431+00"
"2010-08-01","Ottawa","All","306300","CREA_HPI_v2025","2025-10-22 21:44:51.397129+00"
"2010-08-01","Ottawa","Apartment","278000","CREA_HPI_v2025","2025-10-22 21:44:51.397129+00"
"2010-08-01","Ottawa","House","318800","CREA_HPI_v2025","2025-10-22 21:44:51.397129+00"
"2010-08-01","Ottawa","Town House","213300","CREA_HPI_v2025","2025-10-22 21:44:51.397129+00"
"2010-08-01","Toronto","All","407100","CREA_HPI_v2025","2025-10-22 21:44:51.616267+00"
"2010-08-01","Toronto","Apartment","269300","CREA_HPI_v2025","2025-10-22 21:44:51.616267+00"
"2010-08-01","Toronto","House","467700","CREA_HPI_v2025","2025-10-22 21:44:51.616267+00"
"2010-08-01","Toronto","Town House","275200","CREA_HPI_v2025","2025-10-22 21:44:51.616267+00"
"2010-08-01","Vancouver","All","562400","CREA_HPI_v2025","2025-10-22 21:44:50.64485+00"
"2010-08-01","Vancouver","Apartment","344400","CREA_HPI_v2025","2025-10-22 21:44:50.64485+00"
"2010-08-01","Vancouver","House","870400","CREA_HPI_v2025","2025-10-22 21:44:50.64485+00"
"2010-08-01","Vancouver","Town House","444000","CREA_HPI_v2025","2025-10-22 21:44:50.64485+00"
"2010-08-01","Victoria","All","440100","CREA_HPI_v2025","2025-10-22 21:44:50.492032+00"
"2010-08-01","Victoria","Apartment","261900","CREA_HPI_v2025","2025-10-22 21:44:50.492032+00"
"2010-08-01","Victoria","House","550900","CREA_HPI_v2025","2025-10-22 21:44:50.492032+00"
"2010-08-01","Victoria","Town House","401900","CREA_HPI_v2025","2025-10-22 21:44:50.492032+00"
"2010-08-01","Winnipeg","All","207000","CREA_HPI_v2025","2025-10-22 21:44:51.220436+00"
"2010-08-01","Winnipeg","Apartment","171400","CREA_HPI_v2025","2025-10-22 21:44:51.220436+00"
"2010-08-01","Winnipeg","House","210500","CREA_HPI_v2025","2025-10-22 21:44:51.220436+00"
"2010-08-01","Winnipeg","Town House","198300","CREA_HPI_v2025","2025-10-22 21:44:51.220436+00"
"2010-09-01","Calgary","All","356500","CREA_HPI_v2025","2025-10-22 21:44:50.858636+00"
"2010-09-01","Calgary","Apartment","236600","CREA_HPI_v2025","2025-10-22 21:44:50.858636+00"
"2010-09-01","Calgary","House","390600","CREA_HPI_v2025","2025-10-22 21:44:50.858636+00"
"2010-09-01","Calgary","Town House","291000","CREA_HPI_v2025","2025-10-22 21:44:50.858636+00"
"2010-09-01","Edmonton","All","303500","CREA_HPI_v2025","2025-10-22 21:44:51.010431+00"
"2010-09-01","Edmonton","Apartment","197500","CREA_HPI_v2025","2025-10-22 21:44:51.010431+00"
"2010-09-01","Edmonton","House","340300","CREA_HPI_v2025","2025-10-22 21:44:51.010431+00"
"2010-09-01","Edmonton","Town House","222200","CREA_HPI_v2025","2025-10-22 21:44:51.010431+00"
"2010-09-01","Ottawa","All","304300","CREA_HPI_v2025","2025-10-22 21:44:51.397129+00"
"2010-09-01","Ottawa","Apartment","271900","CREA_HPI_v2025","2025-10-22 21:44:51.397129+00"
"2010-09-01","Ottawa","House","316700","CREA_HPI_v2025","2025-10-22 21:44:51.397129+00"
"2010-09-01","Ottawa","Town House","215200","CREA_HPI_v2025","2025-10-22 21:44:51.397129+00"
"2010-09-01","Toronto","All","407500","CREA_HPI_v2025","2025-10-22 21:44:51.616267+00"
"2010-09-01","Toronto","Apartment","269000","CREA_HPI_v2025","2025-10-22 21:44:51.616267+00"
"2010-09-01","Toronto","House","468300","CREA_HPI_v2025","2025-10-22 21:44:51.616267+00"
"2010-09-01","Toronto","Town House","276300","CREA_HPI_v2025","2025-10-22 21:44:51.616267+00"
"2010-09-01","Vancouver","All","561300","CREA_HPI_v2025","2025-10-22 21:44:50.64485+00"
"2010-09-01","Vancouver","Apartment","344400","CREA_HPI_v2025","2025-10-22 21:44:50.64485+00"
"2010-09-01","Vancouver","House","869600","CREA_HPI_v2025","2025-10-22 21:44:50.64485+00"
"2010-09-01","Vancouver","Town House","440000","CREA_HPI_v2025","2025-10-22 21:44:50.64485+00"
"2010-09-01","Victoria","All","437500","CREA_HPI_v2025","2025-10-22 21:44:50.492032+00"
"2010-09-01","Victoria","Apartment","262700","CREA_HPI_v2025","2025-10-22 21:44:50.492032+00"
"2010-09-01","Victoria","House","545500","CREA_HPI_v2025","2025-10-22 21:44:50.492032+00"
"2010-09-01","Victoria","Town House","405700","CREA_HPI_v2025","2025-10-22 21:44:50.492032+00"
"2010-09-01","Winnipeg","All","206800","CREA_HPI_v2025","2025-10-22 21:44:51.220436+00"
"2010-09-01","Winnipeg","Apartment","170100","CREA_HPI_v2025","2025-10-22 21:44:51.220436+00"
"2010-09-01","Winnipeg","House","210600","CREA_HPI_v2025","2025-10-22 21:44:51.220436+00"
"2010-09-01","Winnipeg","Town House","194500","CREA_HPI_v2025","2025-10-22 21:44:51.220436+00"
"2010-10-01","Calgary","All","352000","CREA_HPI_v2025","2025-10-22 21:44:50.858636+00"
"2010-10-01","Calgary","Apartment","234000","CREA_HPI_v2025","2025-10-22 21:44:50.858636+00"
"2010-10-01","Calgary","House","385300","CREA_HPI_v2025","2025-10-22 21:44:50.858636+00"
"2010-10-01","Calgary","Town House","287700","CREA_HPI_v2025","2025-10-22 21:44:50.858636+00"
"2010-10-01","Edmonton","All","300600","CREA_HPI_v2025","2025-10-22 21:44:51.010431+00"
"2010-10-01","Edmonton","Apartment","194200","CREA_HPI_v2025","2025-10-22 21:44:51.010431+00"
"2010-10-01","Edmonton","House","337200","CREA_HPI_v2025","2025-10-22 21:44:51.010431+00"
"2010-10-01","Edmonton","Town House","221100","CREA_HPI_v2025","2025-10-22 21:44:51.010431+00"
"2010-10-01","Ottawa","All","304000","CREA_HPI_v2025","2025-10-22 21:44:51.397129+00"
"2010-10-01","Ottawa","Apartment","272000","CREA_HPI_v2025","2025-10-22 21:44:51.397129+00"
"2010-10-01","Ottawa","House","316200","CREA_HPI_v2025","2025-10-22 21:44:51.397129+00"
"2010-10-01","Ottawa","Town House","215700","CREA_HPI_v2025","2025-10-22 21:44:51.397129+00"
"2010-10-01","Toronto","All","408300","CREA_HPI_v2025","2025-10-22 21:44:51.616267+00"
"2010-10-01","Toronto","Apartment","269800","CREA_HPI_v2025","2025-10-22 21:44:51.616267+00"
"2010-10-01","Toronto","House","469000","CREA_HPI_v2025","2025-10-22 21:44:51.616267+00"
"2010-10-01","Toronto","Town House","278200","CREA_HPI_v2025","2025-10-22 21:44:51.616267+00"
"2010-10-01","Vancouver","All","562600","CREA_HPI_v2025","2025-10-22 21:44:50.64485+00"
"2010-10-01","Vancouver","Apartment","344100","CREA_HPI_v2025","2025-10-22 21:44:50.64485+00"
"2010-10-01","Vancouver","House","871000","CREA_HPI_v2025","2025-10-22 21:44:50.64485+00"
"2010-10-01","Vancouver","Town House","439900","CREA_HPI_v2025","2025-10-22 21:44:50.64485+00"
