"date","city","metric","value","source","created_at"
"2012-05-01","Canada","mortgage_rate","5.34","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2012-05-01","Canada","overnight_rate","1.0","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2012-05-01","Canada","unemployment_rate","7.6","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2012-06-01","Canada","mortgage_rate","5.24","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2012-06-01","Canada","overnight_rate","1.0","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2012-06-01","Canada","unemployment_rate","7.4","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2012-07-01","Canada","mortgage_rate","5.24","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2012-07-01","Canada","overnight_rate","1.0","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2012-07-01","Canada","unemployment_rate","7.3","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2012-08-01","Canada","mortgage_rate","5.24","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2012-08-01","Canada","overnight_rate","1.0","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2012-08-01","Canada","unemployment_rate","7.4","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2012-09-01","Canada","mortgage_rate","5.24","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2012-09-01","Canada","overnight_rate","1.0","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2012-09-01","Canada","unemployment_rate","7.4","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2012-10-01","Canada","mortgage_rate","5.24","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2012-10-01","Canada","overnight_rate","1.0","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2012-10-01","Canada","unemployment_rate","7.4","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2012-11-01","Canada","mortgage_rate","5.24","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2012-11-01","Canada","overnight_rate","1.0","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2012-11-01","Canada","unemployment_rate","7.4","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2012-12-01","Canada","mortgage_rate","5.24","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2012-12-01","Canada","overnight_rate","1.0","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2012-12-01","Canada","unemployment_rate","7.3","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2013-01-01","Canada","mortgage_rate","5.24","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2013-01-01","Canada","overnight_rate","1.0","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2013-01-01","Canada","unemployment_rate","7.1","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2013-02-01","Canada","mortgage_rate","5.24","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2013-02-01","Canada","overnight_rate","1.0","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2013-02-01","Canada","unemployment_rate","7.1","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2013-03-01","Canada","mortgage_rate","5.14","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2013-03-01","Canada","overnight_rate","1.0","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2013-03-01","Canada","unemployment_rate","7.3","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2013-04-01","Canada","mortgage_rate","5.14","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2013-04-01","Canada","overnight_rate","1.0","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2013-04-01","Canada","unemployment_rate","7.2","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2013-05-01","Canada","mortgage_rate","5.14","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2013-05-01","Canada","overnight_rate","1.0","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2013-05-01","Canada","unemployment_rate","7.1","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2013-06-01","Canada","mortgage_rate","5.14","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2013-06-01","Canada","overnight_rate","1.0","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2013-06-01","Canada","unemployment_rate","7.2","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2013-07-01","Canada","mortgage_rate","5.14","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2013-07-01","Canada","overnight_rate","1.0","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2013-07-01","Canada","unemployment_rate","7.3","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2013-08-01","Canada","mortgage_rate","5.34","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2013-08-01","Canada","overnight_rate","1.0","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2013-08-01","Canada","unemployment_rate","7.3","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2013-09-01","Canada","mortgage_rate","5.34","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2013-09-01","Canada","overnight_rate","1.0","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2013-09-01","Canada","unemployment_rate","7.1","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2013-10-01","Canada","mortgage_rate","5.34","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2013-10-01","Canada","overnight_rate","1.0","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2013-10-01","Canada","unemployment_rate","7.3","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2013-11-01","Canada","mortgage_rate","5.34","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2013-11-01","Canada","overnight_rate","1.0","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2013-11-01","Canada","unemployment_rate","7.1","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2013-12-01","Canada","mortgage_rate","5.34","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2013-12-01","Canada","overnight_rate","1.0","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2013-12-01","Canada","unemployment_rate","7.4","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2014-01-01","Canada","mortgage_rate","5.24","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2014-01-01","Canada","overnight_rate","1.0","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2014-01-01","Canada","unemployment_rate","7.3","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2014-02-01","Canada","mortgage_rate","5.24","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2014-02-01","Canada","overnight_rate","1.0","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2014-02-01","Canada","unemployment_rate","7.3","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2014-03-01","Canada","mortgage_rate","4.99","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2014-03-01","Canada","overnight_rate","1.0","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2014-03-01","Canada","unemployment_rate","7.1","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2014-04-01","Canada","mortgage_rate","4.79","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2014-04-01","Canada","overnight_rate","1.0","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2014-04-01","Canada","unemployment_rate","7.1","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2014-05-01","Canada","mortgage_rate","4.79","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2014-05-01","Canada","overnight_rate","1.0","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2014-05-01","Canada","unemployment_rate","7.3","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2014-06-01","Canada","mortgage_rate","4.79","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2014-06-01","Canada","overnight_rate","1.0","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2014-06-01","Canada","unemployment_rate","7.2","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2014-07-01","Canada","mortgage_rate","4.79","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2014-07-01","Canada","overnight_rate","1.0","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2014-07-01","Canada","unemployment_rate","7.1","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2014-08-01","Canada","mortgage_rate","4.79","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2014-08-01","Canada","overnight_rate","1.0","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2014-08-01","Canada","unemployment_rate","7.0","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2014-09-01","Canada","mortgage_rate","4.79","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2014-09-01","Canada","overnight_rate","1.0","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2014-09-01","Canada","unemployment_rate","7.0","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2014-10-01","Canada","mortgage_rate","4.79","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2014-10-01","Canada","overnight_rate","1.0","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2014-10-01","Canada","unemployment_rate","6.8","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2014-11-01","Canada","mortgage_rate","4.79","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2014-11-01","Canada","overnight_rate","1.0","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2014-11-01","Canada","unemployment_rate","6.8","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2014-12-01","Canada","mortgage_rate","4.79","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2014-12-01","Canada","overnight_rate","1.0","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2014-12-01","Canada","unemployment_rate","6.7","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2015-01-01","Canada","mortgage_rate","4.79","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2015-01-01","Canada","overnight_rate","0.75","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2015-01-01","Canada","unemployment_rate","6.8","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2015-02-01","Canada","mortgage_rate","4.74","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2015-02-01","Canada","overnight_rate","0.75","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2015-02-01","Canada","unemployment_rate","6.9","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2015-03-01","Canada","mortgage_rate","4.74","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2015-03-01","Canada","overnight_rate","0.75","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2015-03-01","Canada","unemployment_rate","6.9","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2015-04-01","Canada","mortgage_rate","4.64","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2015-04-01","Canada","overnight_rate","0.75","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2015-04-01","Canada","unemployment_rate","7.0","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2015-05-01","Canada","mortgage_rate","4.64","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2015-05-01","Canada","overnight_rate","0.75","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2015-05-01","Canada","unemployment_rate","6.9","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2015-06-01","Canada","mortgage_rate","4.64","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2015-06-01","Canada","overnight_rate","0.75","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2015-06-01","Canada","unemployment_rate","6.9","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2015-07-01","Canada","mortgage_rate","4.64","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2015-07-01","Canada","overnight_rate","0.5","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2015-07-01","Canada","unemployment_rate","7.0","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2015-08-01","Canada","mortgage_rate","4.64","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2015-08-01","Canada","overnight_rate","0.5","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2015-08-01","Canada","unemployment_rate","7.1","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2015-09-01","Canada","mortgage_rate","4.64","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2015-09-01","Canada","overnight_rate","0.5","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2015-09-01","Canada","unemployment_rate","7.1","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2015-10-01","Canada","mortgage_rate","4.64","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2015-10-01","Canada","overnight_rate","0.5","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2015-10-01","Canada","unemployment_rate","7.0","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2015-11-01","Canada","mortgage_rate","4.64","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2015-11-01","Canada","overnight_rate","0.5","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2015-11-01","Canada","unemployment_rate","7.1","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2015-12-01","Canada","mortgage_rate","4.64","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2015-12-01","Canada","overnight_rate","0.5","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2015-12-01","Canada","unemployment_rate","7.3","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2016-01-01","Canada","mortgage_rate","4.64","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2016-01-01","Canada","overnight_rate","0.5","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2016-01-01","Canada","unemployment_rate","7.2","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2016-02-01","Canada","mortgage_rate","4.64","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2016-02-01","Canada","overnight_rate","0.5","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2016-02-01","Canada","unemployment_rate","7.3","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2016-03-01","Canada","mortgage_rate","4.64","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2016-03-01","Canada","overnight_rate","0.5","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2016-03-01","Canada","unemployment_rate","7.2","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2016-04-01","Canada","mortgage_rate","4.64","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2016-04-01","Canada","overnight_rate","0.5","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2016-04-01","Canada","unemployment_rate","7.3","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2016-05-01","Canada","mortgage_rate","4.64","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2016-05-01","Canada","overnight_rate","0.5","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2016-05-01","Canada","unemployment_rate","7.1","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2016-06-01","Canada","mortgage_rate","4.64","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2016-06-01","Canada","overnight_rate","0.5","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2016-06-01","Canada","unemployment_rate","7.0","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2016-07-01","Canada","mortgage_rate","4.74","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2016-07-01","Canada","overnight_rate","0.5","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2016-07-01","Canada","unemployment_rate","7.0","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2016-08-01","Canada","mortgage_rate","4.74","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2016-08-01","Canada","overnight_rate","0.5","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2016-08-01","Canada","unemployment_rate","6.9","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2016-09-01","Canada","mortgage_rate","4.64","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2016-09-01","Canada","overnight_rate","0.5","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2016-09-01","Canada","unemployment_rate","7.0","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2016-10-01","Canada","mortgage_rate","4.64","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2016-10-01","Canada","overnight_rate","0.5","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2016-10-01","Canada","unemployment_rate","6.9","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2016-11-01","Canada","mortgage_rate","4.64","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2016-11-01","Canada","overnight_rate","0.5","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2016-11-01","Canada","unemployment_rate","6.8","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2016-12-01","Canada","mortgage_rate","4.64","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2016-12-01","Canada","overnight_rate","0.5","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2016-12-01","Canada","unemployment_rate","6.9","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2017-01-01","Canada","mortgage_rate","4.64","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2017-01-01","Canada","overnight_rate","0.5","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2017-01-01","Canada","unemployment_rate","6.9","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2017-02-01","Canada","mortgage_rate","4.64","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2017-02-01","Canada","overnight_rate","0.5","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2017-02-01","Canada","unemployment_rate","6.6","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2017-03-01","Canada","mortgage_rate","4.64","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2017-03-01","Canada","overnight_rate","0.5","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2017-03-01","Canada","unemployment_rate","6.7","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2017-04-01","Canada","mortgage_rate","4.64","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2017-04-01","Canada","overnight_rate","0.5","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2017-04-01","Canada","unemployment_rate","6.5","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2017-05-01","Canada","mortgage_rate","4.64","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2017-05-01","Canada","overnight_rate","0.5","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2017-05-01","Canada","unemployment_rate","6.6","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2017-06-01","Canada","mortgage_rate","4.64","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2017-06-01","Canada","overnight_rate","0.5","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2017-06-01","Canada","unemployment_rate","6.5","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2017-07-01","Canada","mortgage_rate","4.84","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2017-07-01","Canada","overnight_rate","0.75","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2017-07-01","Canada","unemployment_rate","6.3","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2017-08-01","Canada","mortgage_rate","4.84","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2017-08-01","Canada","overnight_rate","0.75","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2017-08-01","Canada","unemployment_rate","6.2","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2017-09-01","Canada","mortgage_rate","4.89","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2017-09-01","Canada","overnight_rate","1.0","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2017-09-01","Canada","unemployment_rate","6.2","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2017-10-01","Canada","mortgage_rate","4.99","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2017-10-01","Canada","overnight_rate","1.0","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2017-10-01","Canada","unemployment_rate","6.3","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2017-11-01","Canada","mortgage_rate","4.99","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2017-11-01","Canada","overnight_rate","1.0","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2017-11-01","Canada","unemployment_rate","6.2","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2017-12-01","Canada","mortgage_rate","4.99","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2017-12-01","Canada","overnight_rate","1.0","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2017-12-01","Canada","unemployment_rate","6.0","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2018-01-01","Canada","mortgage_rate","5.14","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2018-01-01","Canada","overnight_rate","1.25","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2018-01-01","Canada","unemployment_rate","5.9","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2018-02-01","Canada","mortgage_rate","5.14","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2018-02-01","Canada","overnight_rate","1.25","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2018-02-01","Canada","unemployment_rate","6.0","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2018-03-01","Canada","mortgage_rate","5.14","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2018-03-01","Canada","overnight_rate","1.25","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2018-03-01","Canada","unemployment_rate","5.8","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2018-04-01","Canada","mortgage_rate","5.14","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2018-04-01","Canada","overnight_rate","1.25","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2018-04-01","Canada","unemployment_rate","5.8","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2018-05-01","Canada","mortgage_rate","5.34","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2018-05-01","Canada","overnight_rate","1.25","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2018-05-01","Canada","unemployment_rate","5.9","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2018-06-01","Canada","mortgage_rate","5.34","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2018-06-01","Canada","overnight_rate","1.25","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2018-06-01","Canada","unemployment_rate","6.0","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2018-07-01","Canada","mortgage_rate","5.34","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2018-07-01","Canada","overnight_rate","1.5","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2018-07-01","Canada","unemployment_rate","5.9","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2018-08-01","Canada","mortgage_rate","5.34","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2018-08-01","Canada","overnight_rate","1.5","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2018-08-01","Canada","unemployment_rate","6.0","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2018-09-01","Canada","mortgage_rate","5.34","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2018-09-01","Canada","overnight_rate","1.5","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2018-09-01","Canada","unemployment_rate","5.8","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2018-10-01","Canada","mortgage_rate","5.34","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2018-10-01","Canada","overnight_rate","1.75","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2018-10-01","Canada","unemployment_rate","5.6","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2018-11-01","Canada","mortgage_rate","5.34","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2018-11-01","Canada","overnight_rate","1.75","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2018-11-01","Canada","unemployment_rate","5.7","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2018-12-01","Canada","mortgage_rate","5.34","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2018-12-01","Canada","overnight_rate","1.75","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2018-12-01","Canada","unemployment_rate","5.6","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2019-01-01","Canada","mortgage_rate","5.34","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2019-01-01","Canada","overnight_rate","1.75","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2019-01-01","Canada","unemployment_rate","5.7","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2019-02-01","Canada","mortgage_rate","5.34","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2019-02-01","Canada","overnight_rate","1.75","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2019-02-01","Canada","unemployment_rate","5.8","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2019-03-01","Canada","mortgage_rate","5.34","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2019-03-01","Canada","overnight_rate","1.75","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2019-03-01","Canada","unemployment_rate","5.8","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2019-04-01","Canada","mortgage_rate","5.34","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2019-04-01","Canada","overnight_rate","1.75","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2019-04-01","Canada","unemployment_rate","5.7","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2019-05-01","Canada","mortgage_rate","5.34","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2019-05-01","Canada","overnight_rate","1.75","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2019-05-01","Canada","unemployment_rate","5.5","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2019-06-01","Canada","mortgage_rate","5.34","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2019-06-01","Canada","overnight_rate","1.75","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2019-06-01","Canada","unemployment_rate","5.6","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2019-07-01","Canada","mortgage_rate","5.19","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2019-07-01","Canada","overnight_rate","1.75","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2019-07-01","Canada","unemployment_rate","5.7","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2019-08-01","Canada","mortgage_rate","5.19","BoC_V80691335","2025-10-23 07:55:58.452358+00"
"2019-08-01","Canada","overnight_rate","1.75","BoC_V39079","2025-10-23 07:55:58.452358+00"
"2019-08-01","Canada","unemployment_rate","5.7","StatsCan_14-10-0287","2025-10-23 07:55:58.452358+00"
"2019-09-01","Canada","mortgage_rate","5.19","BoC_V80691335","2025-10-23 07:55:58.452358+00"
